appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,currency,final,categories 1,categories 2,positive_ratio,ratings,owners_average,MutualPlayerCount
2208920,Assassin's Creed Valhalla,Ubisoft Montreal,Ubisoft,,14406,6340,"1,000,000 .. 2,000,000",2358,0,726,0,2424,"Action, Adventure, RPG",USD,59.99,Single-player, Captions available,0.69439892,0.743885292,1500000,131
2218750,Halls of Torment,Chasing Carrots,Chasing Carrots,,19759,719,"500,000 .. 1,000,000",1313,188,822,141,757,"Action, Indie, RPG, Early Access",USD,3.99,Single-player, Steam Achievements,0.964889149,0.855175865,750000,71
2225070,Trackmania,,,,0,0,"0 .. 20,000",646,342,69,516,0,,,0,Single-player, Multi-player,,0.778790122,10000,41
410340,Liftoff: FPV Drone Racing,LuGus Studios,LuGus Studios,,8058,491,"500,000 .. 1,000,000",952,0,1372,0,510,"Indie, Racing, Simulation, Sports",USD,19.99,Single-player, Multi-player,0.942566382,0.815672674,750000,6
4230,RACE - The WTCC Game,SimBin,SimBin,,141,51,"0 .. 20,000",6,0,6,0,0,Racing,USD,39.99,Single-player, Multi-player,0.734375,0.77850207,10000,3
10460,The Club,Bizarre Creations,SEGA,,90,70,"50,000 .. 100,000",137,0,137,0,0,Action,USD,14.99,Single-player, Multi-player,0.5625,0.777619906,75000,2
13640,Tom Clancy's Ghost Recon Advanced Warfighter,Ubisoft,Ubisoft,,59,42,"0 .. 20,000",737,0,737,0,2,Action,,0,Single-player, Multi-player,0.584158416,0.778124065,10000,1
19000,Silent Hill Homecoming,Double Helix Games,KONAMI,,1388,1473,"200,000 .. 500,000",234,0,345,0,11,Adventure,USD,39.99,Single-player, Family Sharing,0.485145054,0.752759041,350000,29
17430,Need for Speed Undercover,EA Black Box,Electronic Arts,,5839,1940,"1,000,000 .. 2,000,000",1101,0,628,0,29,"Action, Racing",,0,Single-player, Multi-player,0.750610618,0.772896105,1500000,48
21780,Driver Parallel Lines,Ubisoft Reflections,Ubisoft,,984,107,"100,000 .. 200,000",0,0,0,0,7,Racing,USD,9.99,Single-player, Family Sharing,0.90192484,0.783194182,150000,9
16720,Velvet Assassin,Replay Studios,Missing Link Games,,1503,923,"200,000 .. 500,000",20,0,29,0,3,Action,USD,5.99,Single-player, Partial Controller Support,0.619538335,0.76665567,350000,20
10130,TimeShift,Saber Interactive,Activision,,991,257,"100,000 .. 200,000",118,0,118,0,1,Action,USD,19.99,Single-player, Multi-player,0.794070513,0.77941209,150000,9
31170,Tales of Monkey Island: Complete Season,Telltale,Telltale,,613,73,"200,000 .. 500,000",265,0,184,0,5,"Adventure, RPG",USD,5.99,Single-player, Family Sharing,0.893586006,0.781406516,350000,10
12690,Hunting Unlimited 2010,SCS Software,Ziggurat,,251,51,"50,000 .. 100,000",410,0,410,0,3,"Simulation, Sports",USD,9.99,Single-player, Family Sharing,0.831125828,0.779322028,75000,1
7860,NecroVision,The Farm 51,Fulqrum Publishing,,1029,487,"200,000 .. 500,000",121,0,178,0,6,Action,USD,0.74,Single-player, Multi-player,0.678759894,0.77388704,350000,15
95900,Air Conflicts: Secret Wars,"Games Farm, 3Division",Games Farm,,296,137,"100,000 .. 200,000",14,0,14,0,1,"Action, Simulation",USD,5.99,Single-player, Multi-player,0.683602771,0.777409148,150000,9
27940,Dead Horde,DnS Development,DnS Development,,222,434,"50,000 .. 100,000",205,0,253,0,0,"Action, Indie",USD,3.99,Single-player, Multi-player,0.338414634,0.76918257,75000,4
2210,Quake 4,"RavenSoft, id Software",Bethesda Softworks,,2648,381,"200,000 .. 500,000",117,0,143,0,21,Action,USD,14.99,Single-player, Multi-player,0.874215913,0.787699797,350000,26
43190,The Haunted: Hells Reach,KTX Software,Signo &amp; Arte,,633,108,"50,000 .. 100,000",524,0,781,0,3,"Action, Indie",USD,8.99,Single-player, Multi-player,0.854251012,0.780644508,75000,12
42680,Call of Duty: Modern Warfare 3 (2011),"Infinity Ward, Sledgehammer Games",Activision,,21320,3686,"2,000,000 .. 5,000,000",984,91,583,91,324,Action,USD,39.99,Single-player, Multi-player,0.852595377,0.812704479,3500000,295
201870,Assassin's Creed Revelations,Ubisoft Montreal,Ubisoft,,13241,2279,"1,000,000 .. 2,000,000",751,0,608,0,140,"Action, Adventure",USD,19.99,Single-player, Multi-player,0.853157216,0.80447694,1500000,144
202310,Ridge Racer Unbounded,BUGBEAR,BANDAI NAMCO Entertainment,,950,608,"100,000 .. 200,000",20,0,25,0,3,Racing,USD,9.99,Single-player, Steam Achievements,0.609756098,0.770286754,150000,13
209100,Resident Evil: Operation Raccoon City,Slant Six Games,Capcom Co. Ltd,,2170,1866,"200,000 .. 500,000",194,0,326,0,5,Action,,0,Single-player, Multi-player,0.537661051,0.749694887,350000,25
201070,Revelations 2012,Dark Artz Entertainment,Dark Artz Entertainment,,228,178,"50,000 .. 100,000",221,0,221,0,0,"Action, Indie, Strategy",,0,Single-player, Multi-player,0.561576355,0.77583262,75000,7
212630,Tom Clancy's Ghost Recon: Future Soldier,"Ubisoft Paris, Red Storm Entertainment",Ubisoft,,3515,1611,"200,000 .. 500,000",218,0,166,0,18,Action,USD,19.99,Single-player, Multi-player,0.68571986,0.764977252,350000,27
215280,Secret World Legends,Funcom,Funcom,,5919,2910,"1,000,000 .. 2,000,000",2105,0,305,0,111,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",,0,Multi-player, MMO,0.670404349,0.753766686,1500000,112
10090,Call of Duty: World at War,Treyarch,Activision,,43764,3801,"2,000,000 .. 5,000,000",3335,0,719,0,438,Action,USD,19.99,Single-player, Multi-player,0.9200883,0.86609918,3500000,249
214910,Air Conflicts: Pacific Carriers,"Games Farm, 3Division",Games Farm,,276,246,"100,000 .. 200,000",0,0,0,0,2,"Action, Simulation",USD,9.99,Single-player, Multi-player,0.528735632,0.774429679,150000,5
214250,I Am Alive,Ubisoft  Shanghaï,Ubisoft,,1748,843,"200,000 .. 500,000",224,0,238,0,1,"Action, Adventure",USD,14.99,Single-player, Partial Controller Support,0.674642995,0.770358427,350000,22
205270,3DMark 11,UL,UL,,40,7,"0 .. 20,000",221,0,442,0,0,Utilities,,0,Single-player,,0.85106383,0.778905428,10000,1
211670,007 Legends,Eurocom,Activision,,0,0,"0 .. 20,000",0,0,0,0,4,Action,,0,Single-player, Multi-player,,0.778790122,10000,8
220820,Zombie Driver HD,Exor Studios,Exor Studios,,3096,621,"500,000 .. 1,000,000",229,0,53,0,3,"Action, Indie, Racing",USD,9.99,Single-player, Steam Achievements,0.832929782,0.784864349,750000,74
45770,Dead Rising 2: Off the Record,Capcom Vancouver,Capcom,,2618,734,"200,000 .. 500,000",397,0,367,0,31,"Action, Adventure",USD,19.99,Single-player, Multi-player,0.781026253,0.779018891,350000,107
226700,Infestation: Survivor Stories 2020,Fredaikis AB,OP Productions LLC,,10639,14775,"1,000,000 .. 2,000,000",2221,0,572,0,17,"Action, Free to Play, Indie, Massively Multiplayer, RPG",,0,Multi-player, MMO,0.418627528,0.611842684,1500000,77
220700,RPG Maker VX Ace,"Gotcha Gotcha Games, KADOKAWA, Yoji Ojima",Gotcha Gotcha Games,,4169,255,"100,000 .. 200,000",1622,0,199,0,219,"Adventure, RPG, Design & Illustration, Education, Web Publishing, Game Development",USD,69.99,Single-player,Multi-player,0.942359855,0.800176166,150000,56
214420,Gear Up,Doctor Entertainment AB,Doctor Entertainment AB,,6294,2142,"1,000,000 .. 2,000,000",125,0,37,0,3,"Action, Free to Play, Indie",,0,Multi-player, Cross-Platform Multiplayer,0.746088193,0.771501267,1500000,43
224580,Arma II: DayZ Mod,Bohemia Interactive,Bohemia Interactive,,5695,1268,"0 .. 20,000",311,0,34,0,101,"Action, Simulation, Strategy",,0,Multi-player, Co-op,0.817894586,0.786275466,10000,32
34870,Sniper: Ghost Warrior 2,City Interactive,CI Games,,13002,4272,"1,000,000 .. 2,000,000",292,0,211,0,49,Action,USD,9.99,Single-player, Multi-player,0.752691907,0.769133821,1500000,147
232910,TrackMania² Stadium,Nadeo,Ubisoft,,5733,709,"500,000 .. 1,000,000",1033,0,574,0,116,"Racing, Sports",USD,9.99,Single-player, Multi-player,0.889941012,0.798760576,750000,47
227480,God Mode,Old School Games,ATLUS USA,,1770,743,"200,000 .. 500,000",196,0,240,0,1,Action,,0,Single-player, Multi-player,0.704337445,0.772929648,350000,51
234190,Receiver,Wolfire Games,Wolfire Games,,3267,814,"500,000 .. 1,000,000",58,0,16,0,4,"Action, Indie, Simulation",USD,4.99,Single-player, Family Sharing,0.800539084,0.781440101,750000,11
222480,Resident Evil Revelations,Capcom,Capcom,,10918,2884,"500,000 .. 1,000,000",474,147,472,147,117,"Action, Adventure",USD,19.99,Single-player, Multi-player,0.791044776,0.782704042,750000,324
422810,River City Ransom: Underground,Conatus Creative Inc.,Conatus Creative Inc.,,1813,584,"100,000 .. 200,000",454,0,454,0,4,"Action, Indie, RPG",USD,19.99,Single-player, Multi-player,0.756362119,0.777100073,150000,77
438270,Learn Japanese To Survive! Hiragana Battle,Sleepy Duck,RIVER CROW STUDIO,,1824,173,"100,000 .. 200,000",273,0,378,0,5,"Adventure, Indie, RPG",USD,6.99,Single-player, Steam Trading Cards,0.913370055,0.7873466,150000,30
444090,Paladins,Evil Mojo Games,Hi-Rez Studios,,292349,50880,"10,000,000 .. 20,000,000",3202,115,441,121,5117,"Action, Adventure, Massively Multiplayer, Strategy, Free to Play",,0,Multi-player, PvP,0.851760778,0.846001192,15000000,860
587260,Tokyo Xanadu eX+,Nihon Falcom,Aksys Games,,1352,219,"50,000 .. 100,000",255,0,441,0,13,RPG,USD,59.99,Single-player, Steam Achievements,0.860598345,0.782938137,75000,24
435790,10 Second Ninja X,Four Circle Interactive,Curve Games,,2354,637,"200,000 .. 500,000",27,0,11,0,5,"Action, Indie",USD,9.99,Single-player, Steam Achievements,0.78702775,0.779550491,350000,96
223810,Ys I & II Chronicles+,Nihon Falcom,XSEED Games,,2126,266,"200,000 .. 500,000",392,0,319,0,10,"Action, Adventure, RPG",USD,14.99,Single-player, Steam Achievements,0.888795987,0.787063562,350000,32
256460,Cosmic Star Heroine,Zeboyd Digital Entertainment LLC,Zeboyd Digital Entertainment LLC,,779,101,"100,000 .. 200,000",99,0,184,0,4,"Indie, RPG",USD,14.99,Single-player, Steam Achievements,0.885227273,0.781882114,150000,26
274170,Hotline Miami 2: Wrong Number,Dennaton Games,Devolver Digital,,53348,3450,"2,000,000 .. 5,000,000",542,2,350,2,337,"Action, Indie",USD,14.99,Single-player, Steam Achievements,0.939258425,0.884511127,3500000,222
325320,Mythos: The Beginning - Director's Cut,Dark Gaia Studios,KOMODO,,47,23,"20,000 .. 50,000",0,0,0,0,0,"Adventure, RPG",USD,5.99,Single-player, Full controller support,0.671428571,0.778535217,35000,11
325370,Nova-111,Funktronic Labs,Funktronic Labs,,134,39,"20,000 .. 50,000",11,0,11,0,0,"Action, Adventure, Indie, Strategy",USD,4.99,Single-player, Steam Achievements,0.774566474,0.778765425,35000,14
325470,1953: NATO vs Warsaw Pact,Wastelands Interactive,Conglomerate 5,,24,67,"20,000 .. 50,000",407,0,407,0,0,"Strategy, Early Access",USD,0.99,Single-player, Steam Trading Cards,0.263736264,0.77720151,35000,50
325730,The Hive,Skydome Entertainment,Skydome Entertainment,,263,95,"20,000 .. 50,000",1824,0,1824,0,1,"Action, Adventure, Casual, Indie, RPG, Strategy",USD,14.99,Single-player, Steam Achievements,0.734636872,0.778259168,35000,8
325860,Fat Chicken,"Mighty Rabbit Studios, Relevant Games",Relevant Games,,32,13,"0 .. 20,000",0,0,0,0,0,"Action, Indie, Strategy",USD,9.99,Single-player, Steam Achievements,0.711111111,0.778686735,10000,4
325870,Clash of Puppets,Drakkar Dev,Crescent Moon Games,,42,22,"0 .. 20,000",0,0,0,0,0,"Action, Indie",USD,4.99,Single-player, Steam Achievements,0.65625,0.778524062,10000,8
326120,Horizon Shift,Flump Studios,Funbox Media Ltd,,246,74,"100,000 .. 200,000",207,0,230,0,0,"Action, Indie",USD,4.99,Single-player, Steam Achievements,0.76875,0.778682065,150000,28
326190,Alchemy Mysteries: Prague Legends,Jetdogs Studios,Jetdogs Studios,,892,251,"100,000 .. 200,000",251,0,319,0,2,"Adventure, Casual, Indie",USD,1.99,Single-player, Steam Achievements,0.78040245,0.778850435,150000,56
326470,Space Warp,Mind Crew,Mind Crew,,29,12,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie, Racing",USD,4.99,Single-player, Steam Achievements,0.707317073,0.778690631,35000,3
326520,Chime Sharp,"Ste Curran, Twistplay",Chilled Mouse,,103,40,"20,000 .. 50,000",9,0,9,0,1,Casual,USD,9.99,Single-player, Steam Achievements,0.72027972,0.77850703,35000,49
326670,Warhammer Quest,"Rodeo Games, Twistplay",Chilled Mouse,,783,359,"100,000 .. 200,000",7192,0,7192,0,3,"RPG, Strategy",,0,Single-player, Steam Achievements,0.685639229,0.775308549,150000,38
326720,Instant Dungeon!,With The Love Studios,Flying Interactive,,152,24,"20,000 .. 50,000",57,0,57,0,0,"Action, Indie",USD,1.99,Single-player, Steam Achievements,0.863636364,0.779294807,35000,5
326840,Heart&Slash,AHEARTFULOFGAMES,AHEARTFULOFGAMES,,466,109,"50,000 .. 100,000",1959,0,1959,0,0,"Action, Adventure, Indie",USD,2.84,Single-player, Steam Achievements,0.810434783,0.779396895,75000,19
326990,Deep Eclipse: New Space Odyssey,Ultravision Interactive,Conglomerate 5,,130,65,"50,000 .. 100,000",247,0,267,0,22,"Action, Indie",USD,0.49,Single-player, Steam Trading Cards,0.666666667,0.778051663,75000,40
327070,Gloria Victis: Medieval MMORPG,Black Eye Games,Black Eye Games,,7060,3203,"200,000 .. 500,000",3935,0,248,0,1,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation",,0,Multi-player, MMO,0.687908019,0.755281433,350000,92
327090,Out of Reach,Space Boat Studios,Space Boat Studios,,1736,1281,"50,000 .. 100,000",663,0,923,0,5,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation",USD,14.99,Single-player, Multi-player,0.575406032,0.759868876,75000,31
327220,Anna's Quest,Daedalic Entertainment,Daedalic Entertainment,,1917,261,"200,000 .. 500,000",293,0,394,0,12,"Adventure, Indie",USD,19.99,Single-player, Steam Achievements,0.880165289,0.785779373,350000,61
327560,Near Death,Orthogonal Games,Orthogonal Games,,902,82,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Indie, Simulation",USD,7.99,Single-player, Steam Achievements,0.916666667,0.783253457,35000,7
327860,Salt,Lavaboots Studios,Lavaboots Studios,,1710,526,"50,000 .. 100,000",68,0,47,0,0,"Action, Adventure, Indie, RPG",USD,14.99,Single-player, Multi-player,0.764758497,0.777798779,75000,25
327980,Dragon Fantasy: The Volumes of Westeria,Muteki,Choice Provisions,,38,8,"0 .. 20,000",0,0,0,0,0,RPG,USD,9.99,Single-player, Steam Achievements,0.826086957,0.778863977,10000,6
328000,Dragon Fantasy: The Black Tome of Ice,Muteki,Choice Provisions,,16,17,"0 .. 20,000",0,0,0,0,0,RPG,USD,9.99,Single-player, Steam Achievements,0.484848485,0.7784607,10000,5
328270,Leviathan: The Last Day of the Decade,Lostwood,Lostwood,,527,133,"100,000 .. 200,000",374,0,374,0,0,"Adventure, Indie",USD,4.99,Single-player, Steam Achievements,0.798484848,0.779222359,150000,15
327150,Deadstone,Timeslip Softworks,Timeslip Softworks,,52,13,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie, RPG, Strategy",USD,1.99,Single-player, Multi-player,0.8,0.778836892,35000,6
328500,Potatoman Seeks the Troof,Pixeljam,Pixeljam,,599,207,"100,000 .. 200,000",324,0,313,0,1,Indie,USD,3.99,Single-player, Steam Achievements,0.743176179,0.777840218,150000,131
328590,Don't Knock Twice,Wales Interactive,Wales Interactive,,430,168,"50,000 .. 100,000",78,0,78,0,1,"Action, Adventure, Indie",USD,4.99,Single-player, Steam Achievements,0.719063545,0.777599996,75000,9
328650,Knight of the Hamsters,Johnny Death Games,Red Fly Studio,,10,5,"0 .. 20,000",0,0,0,0,0,"Action, Indie",USD,0.99,Single-player, Multi-player,0.666666667,0.77873297,10000,5
328680,Crab Cakes Rescue,Mission Critical Studios,"KISS ltd, Maximum Games",,49,34,"20,000 .. 50,000",541,0,252,0,0,"Casual, Indie",USD,6.99,Single-player, Steam Trading Cards,0.590361446,0.778259889,35000,23
328730,Letter Quest: Grimm's Journey,Bacon Bandit Games,Digerati,,378,27,"50,000 .. 100,000",755,0,1089,0,0,"Casual, Indie",,0,Single-player, Steam Achievements,0.933333333,0.780889213,75000,18
373970,Letter Quest: Grimm's Journey Remastered,Bacon Bandit Games,Digerati,,462,39,"20,000 .. 50,000",498,0,799,0,4,"Casual, Indie",USD,7.99,Single-player, Steam Achievements,0.922155689,0.781191237,35000,30
328780,Vampires: Guide Them to Safety!,CBE software,CBE software,,36,11,"0 .. 20,000",0,0,0,0,0,Indie,USD,4.99,Single-player, Steam Achievements,0.765957447,0.778769649,10000,10
328940,The Deer God,"Crescent Moon Games, Cinopt Studios",Crescent Moon Games,,299,169,"20,000 .. 50,000",256,0,256,0,0,Indie,USD,14.99,Single-player, Co-op,0.638888889,0.776598948,35000,57
329000,Data Hacker: Corruption,New Reality Games,New Reality Games,,62,68,"500,000 .. 1,000,000",331,0,334,0,0,"Adventure, Indie, RPG, Simulation",USD,1.99,Single-player, Partial Controller Support,0.476923077,0.777461782,750000,69
329770,4089: Ghost Within,Phr00t's Software,Phr00t's Software,,62,42,"0 .. 20,000",0,0,0,0,0,"Action, Indie, RPG",USD,5.99,Single-player, VR Supported,0.596153846,0.778146616,10000,8
329860,Catlateral Damage,"Manekoware, Fire Hose Games",Manekoware,,1179,138,"50,000 .. 100,000",61,0,71,0,1,"Action, Casual, Indie, Simulation",USD,9.99,Single-player, Steam Achievements,0.895216401,0.783779874,75000,19
308420,Ziggurat,Milkstone Studios,Milkstone Studios,,3259,525,"200,000 .. 500,000",143,0,157,0,5,"Action, Indie, RPG",USD,14.99,Single-player, Steam Achievements,0.861257928,0.788190408,350000,57
330180,Pix the Cat,Pastagames,Focus Entertainment,,314,74,"100,000 .. 200,000",4,0,4,0,1,"Action, Indie",USD,4.99,Single-player, Multi-player,0.809278351,0.779187074,150000,20
330350,Robotex,YFYX GAMES,My Way Games,,275,596,"200,000 .. 500,000",285,0,334,0,0,"Action, Adventure, Casual, Indie",USD,29.99,Single-player, Steam Trading Cards,0.315729047,0.765471849,350000,31
330450,Runes of Brennos,LuGus Studios,LuGus Studios,,32,15,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Indie",,0,Single-player, Multi-player,0.680851064,0.77863387,10000,12
330470,Over The Void,Exquisite Games,Exquisite Games,,109,54,"20,000 .. 50,000",0,0,0,0,0,Indie,USD,4.99,Single-player, Steam Trading Cards,0.668711656,0.778183449,35000,12
330680,Solar Struggle,Z-Software,Z-Software GmbH,,7,22,"50,000 .. 100,000",0,0,0,0,0,"Action, Indie",USD,5.99,Single-player, Steam Achievements,0.24137931,0.778260774,75000,4
331390,Winged Sakura: Mindy's Arc,WINGED SAKURA GAMES,WINGED SAKURA GAMES,,143,39,"0 .. 20,000",163,0,204,0,1,"Indie, RPG, Strategy",USD,2.49,Single-player, Steam Achievements,0.785714286,0.778832704,10000,15
331400,Luna: Shattered Hearts: Episode 1,Daniel Gill,Gillis LLC,,19,46,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG",USD,2.99,Single-player, Steam Achievements,0.292307692,0.7777174,35000,15
331440,bit Dungeon II,Kinto Games LLC,Kinto Games LLC,,1792,380,"100,000 .. 200,000",50,0,75,0,0,"Action, Adventure, Indie, RPG",USD,3.99,Single-player, Steam Achievements,0.825046041,0.781971028,150000,35
331480,Pinstripe,Atmos Games,Armor Games Studios,,2147,261,"200,000 .. 500,000",657,0,657,0,3,"Adventure, Casual, Indie",USD,14.99,Single-player, Steam Achievements,0.891611296,0.787327761,350000,49
331570,Wimp: Who Stole My Pants?,FlexileStudio,FlexileStudio,,39,9,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Casual, Indie",USD,3.99,Single-player, Steam Achievements,0.8125,0.778845046,10000,13
331720,Survivor Squad: Gauntlets,Endless Loop Studios,Endless Loop Studios,,118,38,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie, Strategy",USD,0.99,Single-player, Steam Achievements,0.756410256,0.77867205,35000,38
331790,Data Hacker: Reboot,New Reality Games,New Reality Games,,126,80,"100,000 .. 200,000",253,0,253,0,0,"Adventure, Indie, RPG",USD,1.99,Single-player, Steam Achievements,0.611650485,0.777627654,150000,64
331870,AER Memories of Old,Forgotten Key,Daedalic Entertainment,,5922,965,"200,000 .. 500,000",302,0,112,0,4,"Adventure, Indie",USD,14.99,Single-player, Steam Achievements,0.859880935,0.794175178,350000,54
332330,PixelJunk Shooter Ultimate,"Q-Games Ltd., Double Eleven",Double Eleven,,158,26,"50,000 .. 100,000",0,0,0,0,1,Action,USD,9.99,Single-player, Multi-player,0.858695652,0.779286888,75000,10
332380,Asguaard,Aldorlea Games,Aldorlea Games,,92,20,"50,000 .. 100,000",0,0,0,0,1,"Adventure, Casual, Indie, RPG",USD,0.99,Single-player, Steam Achievements,0.821428571,0.778951869,75000,16
332390,Undefeated,Aldorlea Games,Aldorlea Games,,138,30,"20,000 .. 50,000",0,0,0,0,0,"Adventure, Casual, Indie, RPG, Strategy",USD,5.99,Single-player, Steam Achievements,0.821428571,0.779032283,35000,34
332400,Girlfriend Rescue,Aldorlea Games,Aldorlea Games,,187,34,"100,000 .. 200,000",0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG, Strategy",USD,4.99,Single-player, Steam Achievements,0.846153846,0.779292503,150000,60
332410,Moonchild,Aldorlea Games,Aldorlea Games,,115,36,"50,000 .. 100,000",0,0,0,0,0,"Adventure, Casual, Indie, RPG",USD,0.76,Single-player, Steam Achievements,0.761589404,0.778702268,75000,19
246110,MASSIVE CHALICE,Double Fine Productions,Double Fine Productions,,1314,502,"50,000 .. 100,000",314,0,347,0,4,"Indie, Strategy",USD,19.99,Single-player, Steam Achievements,0.723568282,0.775578879,75000,16
332480,Phoenix Force,Awoker Games,Awoker Games,,726,136,"100,000 .. 200,000",426,0,703,0,2,Action,USD,0.99,Single-player, Steam Achievements,0.842227378,0.780596349,150000,126
332580,Mimpi,"Dreadlocks Mobile, Silicon Jelly","Dreadlocks Mobile, Silicon Jelly",,253,53,"20,000 .. 50,000",0,0,0,0,3,"Adventure, Casual, Indie",USD,1.19,Single-player, Steam Trading Cards,0.826797386,0.779284432,35000,19
332620,PONCHO,Delve Interactive,Rising Star Games,,123,67,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Casual, Indie",USD,5.99,Single-player, Steam Achievements,0.647368421,0.777946613,35000,29
332700,Mike was Сursed,Bogdan Sychkov,Raum Studio,,62,31,"50,000 .. 100,000",272,0,274,0,0,"Action, Adventure, Indie",USD,11.99,Single-player, Steam Trading Cards,0.666666667,0.778436716,75000,6
332790,Darkness Assault,Black Lime Studio,Black Lime Studio,,332,311,"200,000 .. 500,000",751,0,337,0,0,"Violent, Gore, Action, Indie",USD,0.99,Single-player, Steam Achievements,0.516329705,0.77317514,350000,74
332880,DSY: Don't Shoot Yourself,"Silverware Games, Inc.","Silverware Games, Inc.",,27,7,"0 .. 20,000",0,0,0,0,0,"Action, Indie, Strategy",USD,4.99,Single-player, Steam Achievements,0.794117647,0.77880782,10000,2
333120,Inside The Gear,Mykhail Konokh,Mykhail Konokh,,50,79,"100,000 .. 200,000",226,0,250,0,0,"Casual, Indie",USD,1.99,Single-player, Steam Achievements,0.387596899,0.777081894,150000,14
333210,Kaiju-A-GoGo,Kerberos Productions Inc.,Kerberos Productions Inc.,,201,104,"20,000 .. 50,000",0,0,0,0,1,"Action, Casual, Indie, Strategy",USD,3.99,Single-player, Steam Achievements,0.659016393,0.777560854,35000,24
333220,Cherry Tree High I! My! Girls!,773,Nyu Media,,116,53,"20,000 .. 50,000",88,0,133,0,0,Indie,,0,Single-player, Steam Trading Cards,0.686390533,0.778262244,35000,16
333250,Forward to the Sky,Animu Game,Animu Game,,1754,389,"200,000 .. 500,000",126,0,146,0,1,"Action, Adventure, Casual, Indie, RPG",USD,7.99,Single-player, Steam Achievements,0.818478768,0.781485447,350000,14
333300,ADOM (Ancient Domains Of Mystery),"Thomas Biskup, Jochen Terstiege, Zeno Rogue, Krzysztof Dycha, Lucas Dieguez",Assemble Entertainment,,1217,213,"50,000 .. 100,000",3778,0,3778,0,45,"Adventure, Indie, RPG, Strategy",USD,14.99,Single-player, Steam Achievements,0.851048951,0.782140355,75000,54
333330,Song of the Myrne: What Lies Beneath,Beldarak Games,Beldarak Games,,66,22,"0 .. 20,000",119,0,119,0,0,"Action, Indie, RPG",USD,4.99,Single-player, Multi-player,0.75,0.778704242,10000,5
333490,Replay - VHS is not dead,Team Replay,Neko Entertainment,,42,4,"20,000 .. 50,000",0,0,0,0,0,"Adventure, Indie",USD,9.99,Single-player, Steam Achievements,0.913043478,0.77899976,35000,44
333580,"Slow Down, Bull",Insomniac Games,Insomniac Games,,14,3,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Indie",USD,1.99,Single-player, Full controller support,0.823529412,0.778815966,10000,5
333660,Towers of Altrac - Epic Defense Battles,"Jsmael Stieger, Manuel Stieger, Andreas Stieger",Cybertron Design Studios,,71,49,"20,000 .. 50,000",8,0,8,0,0,"Action, Indie, Strategy",USD,2.99,Single-player, Multi-player,0.591666667,0.778029784,35000,43
333730,Dark Gates,DFour Games,DFour Games,,17,25,"0 .. 20,000",0,0,0,0,0,"Indie, RPG",USD,3.99,Single-player, Steam Achievements,0.404761905,0.778256788,10000,7
333880,Braveland Wizard,Tortuga Team,Tortuga Team,,358,90,"50,000 .. 100,000",484,0,484,0,2,"Adventure, Casual, Indie, RPG, Strategy",USD,1.99,Single-player, Steam Achievements,0.799107143,0.779094939,75000,15
333970,A Druid's Duel,Thoughtshelter Games,Surprise Attack,,80,29,"20,000 .. 50,000",123,0,123,0,0,"Indie, Strategy",USD,7.99,Single-player, Multi-player,0.733944954,0.778624545,35000,8
334040,Down To One,Gadget Games,My Way Games,,811,1301,"200,000 .. 500,000",76,0,111,0,0,Action,USD,0.49,Single-player, Multi-player,0.383996212,0.752340845,350000,34
334100,Extreme Exorcism,Golden Ruby Games,Ripstone,,50,14,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Casual, Indie",USD,5.99,Single-player, Multi-player,0.78125,0.778795463,10000,31
334280,Lost Sea,Eastasiasoft Limited,Eastasiasoft Limited,,42,25,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Indie",USD,14.99,Single-player, Steam Achievements,0.626865672,0.778444836,10000,7
334290,Gates of Horizon,Hex Keep,Hex Keep,,67,35,"20,000 .. 50,000",0,0,0,0,0,"Indie, Massively Multiplayer, Simulation, Strategy",,0,Single-player, Steam Trading Cards,0.656862745,0.778368753,35000,8
334310,Plebby Quest: The Crusades,PiedPipers Team,NEOWIZ,,2287,366,"200,000 .. 500,000",1137,0,1650,0,39,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",USD,5.99,Single-player, Steam Achievements,0.86204297,0.785678168,350000,18
334420,Out There: Ω Edition,"Mi-Clos Studio, FibreTigre","Mi-Clos Studio, WhisperGames, Fractale",,1229,397,"200,000 .. 500,000",80,0,132,0,2,"Adventure, Indie, RPG, Strategy",USD,14.99,Single-player, Steam Achievements,0.755842558,0.777587985,350000,20
